"Relic_Name","C1","C2","C3","U1","U2","Rare","Class","Type","Refinement","C1_Raw","C2_Raw","C3_Raw","U1_Raw","U2_Raw","Rare_Raw","C1_Odds","C2_Odds","C3_Odds","U1_Odds","U2_Odds","Rare_Odds"
"Neo N5 Relic (Flawless) ","Saryn Prime Systems (20.0%)","Forma (20.0%)","Helios Prime Carapace (20.0%)","Ash Prime Systems (17.0%)","Akstiletto Prime Link (17.0%)","Nikana Prime (6.0%)","Neo","N5","Flawless","Saryn Prime Systems","Forma","Helios Prime Carapace","Ash Prime Systems","Akstiletto Prime Link","Nikana Prime","20.0","20.0","20.0","17.0","17.0","6.0"
"Neo N5 Relic (Radiant) ","Ash Prime Systems (20.0%)","Akstiletto Prime Link (20.0%)","Saryn Prime Systems (16.67%)","Forma (16.67%)","Helios Prime Carapace (16.67%)","Nikana Prime (10.0%)","Neo","N5","Radiant","Ash Prime Systems","Akstiletto Prime Link","Saryn Prime Systems","Forma","Helios Prime Carapace","Nikana Prime","20.0","20.0","16.67","16.67","16.67","10.0"
"Neo N6 Relic (Intact) ","Bronco Prime Receiver (25.33%)","Galatine Prime Blade (25.33%)","Cernos Prime Upper Limb (25.33%)","Sybaris Prime Receiver (11.0%)","Trinity Prime (11.0%)","Nikana Prime Hilt (2.0%)","Neo","N6","Intact","Bronco Prime Receiver","Galatine Prime Blade","Cernos Prime Upper Limb","Sybaris Prime Receiver","Trinity Prime","Nikana Prime Hilt","25.33","25.33","25.33","11.0","11.0","2.0"
"Neo N6 Relic (Exceptional) ","Bronco Prime Receiver (23.33%)","Galatine Prime Blade (23.33%)","Cernos Prime Upper Limb (23.33%)","Sybaris Prime Receiver (13.0%)","Trinity Prime (13.0%)","Nikana Prime Hilt (4.0%)","Neo","N6","Exceptional","Bronco Prime Receiver","Galatine Prime Blade","Cernos Prime Upper Limb","Sybaris Prime Receiver","Trinity Prime","Nikana Prime Hilt","23.33","23.33","23.33","13.0","13.0","4.0"
"Neo N6 Relic (Flawless) ","Bronco Prime Receiver (20.0%)","Galatine Prime Blade (20.0%)","Cernos Prime Upper Limb (20.0%)","Sybaris Prime Receiver (17.0%)","Trinity Prime (17.0%)","Nikana Prime Hilt (6.0%)","Neo","N6","Flawless","Bronco Prime Receiver","Galatine Prime Blade","Cernos Prime Upper Limb","Sybaris Prime Receiver","Trinity Prime","Nikana Prime Hilt","20.0","20.0","20.0","17.0","17.0","6.0"
"Neo N6 Relic (Radiant) ","Sybaris Prime Receiver (20.0%)","Trinity Prime (20.0%)","Bronco Prime Receiver (16.67%)","Galatine Prime Blade (16.67%)","Cernos Prime Upper Limb (16.67%)","Nikana Prime Hilt (10.0%)","Neo","N6","Radiant","Sybaris Prime Receiver","Trinity Prime","Bronco Prime Receiver","Galatine Prime Blade","Cernos Prime Upper Limb","Nikana Prime Hilt","20.0","20.0","16.67","16.67","16.67","10.0"
"Neo N7 Relic (Intact) ","Trinity Prime Neuroptics (25.33%)","Euphona Prime (25.33%)","Venka Prime Blades (25.33%)","Banshee Prime (11.0%)","Valkyr Prime Neuroptics (11.0%)","Nekros Prime Systems (2.0%)","Neo","N7","Intact","Trinity Prime Neuroptics","Euphona Prime","Venka Prime Blades","Banshee Prime","Valkyr Prime Neuroptics","Nekros Prime Systems","25.33","25.33","25.33","11.0","11.0","2.0"
"Neo N7 Relic (Exceptional) ","Trinity Prime Neuroptics (23.33%)","Euphona Prime (23.33%)","Venka Prime Blades (23.33%)","Banshee Prime (13.0%)","Valkyr Prime Neuroptics (13.0%)","Nekros Prime Systems (4.0%)","Neo","N7","Exceptional","Trinity Prime Neuroptics","Euphona Prime","Venka Prime Blades","Banshee Prime","Valkyr Prime Neuroptics","Nekros Prime Systems","23.33","23.33","23.33","13.0","13.0","4.0"
"Neo N7 Relic (Flawless) ","Trinity Prime Neuroptics (20.0%)","Euphona Prime (20.0%)","Venka Prime Blades (20.0%)","Banshee Prime (17.0%)","Valkyr Prime Neuroptics (17.0%)","Nekros Prime Systems (6.0%)","Neo","N7","Flawless","Trinity Prime Neuroptics","Euphona Prime","Venka Prime Blades","Banshee Prime","Valkyr Prime Neuroptics","Nekros Prime Systems","20.0","20.0","20.0","17.0","17.0","6.0"
"Neo N7 Relic (Radiant) ","Banshee Prime (20.0%)","Valkyr Prime Neuroptics (20.0%)","Trinity Prime Neuroptics (16.67%)","Euphona Prime (16.67%)","Venka Prime Blades (16.67%)","Nekros Prime Systems (10.0%)","Neo","N7","Radiant","Banshee Prime","Valkyr Prime Neuroptics","Trinity Prime Neuroptics","Euphona Prime","Venka Prime Blades","Nekros Prime Systems","20.0","20.0","16.67","16.67","16.67","10.0"
"Neo N8 Relic (Intact) ","Paris Prime String (25.33%)","Hydroid Prime Chassis (25.33%)","Sybaris Prime (25.33%)","Akbolto Prime Link (11.0%)","Forma (11.0%)","Nami Skyla Prime Blade (2.0%)","Neo","N8","Intact","Paris Prime String","Hydroid Prime Chassis","Sybaris Prime","Akbolto Prime Link","Forma","Nami Skyla Prime Blade","25.33","25.33","25.33","11.0","11.0","2.0"
"Neo N8 Relic (Exceptional) ","Paris Prime String (23.33%)","Hydroid Prime Chassis (23.33%)","Sybaris Prime (23.33%)","Akbolto Prime Link (13.0%)","Forma (13.0%)","Nami Skyla Prime Blade (4.0%)","Neo","N8","Exceptional","Paris Prime String","Hydroid Prime Chassis","Sybaris Prime","Akbolto Prime Link","Forma","Nami Skyla Prime Blade","23.33","23.33","23.33","13.0","13.0","4.0"
"Neo N8 Relic (Flawless) ","Paris Prime String (20.0%)","Hydroid Prime Chassis (20.0%)","Sybaris Prime (20.0%)","Akbolto Prime Link (17.0%)","Forma (17.0%)","Nami Skyla Prime Blade (6.0%)","Neo","N8","Flawless","Paris Prime String","Hydroid Prime Chassis","Sybaris Prime","Akbolto Prime Link","Forma","Nami Skyla Prime Blade","20.0","20.0","20.0","17.0","17.0","6.0"
"Neo N8 Relic (Radiant) ","Akbolto Prime Link (20.0%)","Forma (20.0%)","Paris Prime String (16.67%)","Hydroid Prime Chassis (16.67%)","Sybaris Prime (16.67%)","Nami Skyla Prime Blade (10.0%)","Neo","N8","Radiant","Akbolto Prime Link","Forma","Paris Prime String","Hydroid Prime Chassis","Sybaris Prime","Nami Skyla Prime Blade","20.0","20.0","16.67","16.67","16.67","10.0"
"Neo N9 Relic (Intact) ","Mag Prime Neuroptics (25.33%)","Boar Prime (25.33%)","Dakra Prime Handle (25.33%)","Soma Prime Receiver (11.0%)","Forma (11.0%)","Nova Prime Chassis (2.0%)","Neo","N9","Intact","Mag Prime Neuroptics","Boar Prime","Dakra Prime Handle","Soma Prime Receiver","Forma","Nova Prime Chassis","25.33","25.33","25.33","11.0","11.0","2.0"
"Neo N9 Relic (Exceptional) ","Mag Prime Neuroptics (23.33%)","Boar Prime (23.33%)","Dakra Prime Handle (23.33%)","Soma Prime Receiver (13.0%)","Forma (13.0%)","Nova Prime Chassis (4.0%)","Neo","N9","Exceptional","Mag Prime Neuroptics","Boar Prime","Dakra Prime Handle","Soma Prime Receiver","Forma","Nova Prime Chassis","23.33","23.33","23.33","13.0","13.0","4.0"
"Neo N9 Relic (Flawless) ","Mag Prime Neuroptics (20.0%)","Boar Prime (20.0%)","Dakra Prime Handle (20.0%)","Soma Prime Receiver (17.0%)","Forma (17.0%)","Nova Prime Chassis (6.0%)","Neo","N9","Flawless","Mag Prime Neuroptics","Boar Prime","Dakra Prime Handle","Soma Prime Receiver","Forma","Nova Prime Chassis","20.0","20.0","20.0","17.0","17.0","6.0"
"Neo N9 Relic (Radiant) ","Soma Prime Receiver (20.0%)","Forma (20.0%)","Mag Prime Neuroptics (16.67%)","Boar Prime (16.67%)","Dakra Prime Handle (16.67%)","Nova Prime Chassis (10.0%)","Neo","N9","Radiant","Soma Prime Receiver","Forma","Mag Prime Neuroptics","Boar Prime","Dakra Prime Handle","Nova Prime Chassis","20.0","20.0","16.67","16.67","16.67","10.0"
"Neo O1 Relic (Intact) ","Volt Prime (25.33%)","Forma (25.33%)","Odonata Prime Harness (25.33%)","Aklex Prime (11.0%)","Volt Prime Systems (11.0%)","Odonata Prime Wings (2.0%)","Neo","O1","Intact","Volt Prime","Forma","Odonata Prime Harness","Aklex Prime","Volt Prime Systems","Odonata Prime Wings","25.33","25.33","25.33","11.0","11.0","2.0"
"Neo O1 Relic (Exceptional) ","Volt Prime (23.33%)","Forma (23.33%)","Odonata Prime Harness (23.33%)","Aklex Prime (13.0%)","Volt Prime Systems (13.0%)","Odonata Prime Wings (4.0%)","Neo","O1","Exceptional","Volt Prime","Forma","Odonata Prime Harness","Aklex Prime","Volt Prime Systems","Odonata Prime Wings","23.33","23.33","23.33","13.0","13.0","4.0"
"Neo O1 Relic (Flawless) ","Volt Prime (20.0%)","Forma (20.0%)","Odonata Prime Harness (20.0%)","Aklex Prime (17.0%)","Volt Prime Systems (17.0%)","Odonata Prime Wings (6.0%)","Neo","O1","Flawless","Volt Prime","Forma","Odonata Prime Harness","Aklex Prime","Volt Prime Systems","Odonata Prime Wings","20.0","20.0","20.0","17.0","17.0","6.0"
"Neo O1 Relic (Radiant) ","Aklex Prime (20.0%)","Volt Prime Systems (20.0%)","Volt Prime (16.67%)","Forma (16.67%)","Odonata Prime Harness (16.67%)","Odonata Prime Wings (10.0%)","Neo","O1","Radiant","Aklex Prime","Volt Prime Systems","Volt Prime","Forma","Odonata Prime Harness","Odonata Prime Wings","20.0","20.0","16.67","16.67","16.67","10.0"
"Neo P1 Relic (Intact) ","Ninkondi Prime (25.33%)","Paris Prime Lower Limb (25.33%)","Redeemer Prime Blade (25.33%)","Akjagara Prime Receiver (11.0%)","Rubico Prime Stock (11.0%)","Pangolin Prime (2.0%)","Neo","P1","Intact","Ninkondi Prime","Paris Prime Lower Limb","Redeemer Prime Blade","Akjagara Prime Receiver","Rubico Prime Stock","Pangolin Prime","25.33","25.33","25.33","11.0","11.0","2.0"
"Neo P1 Relic (Exceptional) ","Ninkondi Prime (23.33%)","Paris Prime Lower Limb (23.33%)","Redeemer Prime Blade (23.33%)","Akjagara Prime Receiver (13.0%)","Rubico Prime Stock (13.0%)","Pangolin Prime (4.0%)","Neo","P1","Exceptional","Ninkondi Prime","Paris Prime Lower Limb","Redeemer Prime Blade","Akjagara Prime Receiver","Rubico Prime Stock","Pangolin Prime","23.33","23.33","23.33","13.0","13.0","4.0"
"Neo P1 Relic (Flawless) ","Ninkondi Prime (20.0%)","Paris Prime Lower Limb (20.0%)","Redeemer Prime Blade (20.0%)","Akjagara Prime Receiver (17.0%)","Rubico Prime Stock (17.0%)","Pangolin Prime (6.0%)","Neo","P1","Flawless","Ninkondi Prime","Paris Prime Lower Limb","Redeemer Prime Blade","Akjagara Prime Receiver","Rubico Prime Stock","Pangolin Prime","20.0","20.0","20.0","17.0","17.0","6.0"
"Neo P1 Relic (Radiant) ","Akjagara Prime Receiver (20.0%)","Rubico Prime Stock (20.0%)","Ninkondi Prime (16.67%)","Paris Prime Lower Limb (16.67%)","Redeemer Prime Blade (16.67%)","Pangolin Prime (10.0%)","Neo","P1","Radiant","Akjagara Prime Receiver","Rubico Prime Stock","Ninkondi Prime","Paris Prime Lower Limb","Redeemer Prime Blade","Pangolin Prime","20.0","20.0","16.67","16.67","16.67","10.0"
"Neo P2 Relic (Intact) ","Aksomati Prime Receiver (25.33%)","Braton Prime Stock (25.33%)","Guandao Prime Blade (25.33%)","Forma (11.0%)","Titania Prime (11.0%)","Pandero Prime Receiver (2.0%)","Neo","P2","Intact","Aksomati Prime Receiver","Braton Prime Stock","Guandao Prime Blade","Forma","Titania Prime","Pandero Prime Receiver","25.33","25.33","25.33","11.0","11.0","2.0"
"Neo P2 Relic (Exceptional) ","Aksomati Prime Receiver (23.33%)","Braton Prime Stock (23.33%)","Guandao Prime Blade (23.33%)","Forma (13.0%)","Titania Prime (13.0%)","Pandero Prime Receiver (4.0%)","Neo","P2","Exceptional","Aksomati Prime Receiver","Braton Prime Stock","Guandao Prime Blade","Forma","Titania Prime","Pandero Prime Receiver","23.33","23.33","23.33","13.0","13.0","4.0"
"Neo P2 Relic (Flawless) ","Aksomati Prime Receiver (20.0%)","Braton Prime Stock (20.0%)","Guandao Prime Blade (20.0%)","Forma (17.0%)","Titania Prime (17.0%)","Pandero Prime Receiver (6.0%)","Neo","P2","Flawless","Aksomati Prime Receiver","Braton Prime Stock","Guandao Prime Blade","Forma","Titania Prime","Pandero Prime Receiver","20.0","20.0","20.0","17.0","17.0","6.0"
"Neo P2 Relic (Radiant) ","Forma (20.0%)","Titania Prime (20.0%)","Aksomati Prime Receiver (16.67%)","Braton Prime Stock (16.67%)","Guandao Prime Blade (16.67%)","Pandero Prime Receiver (10.0%)","Neo","P2","Radiant","Forma","Titania Prime","Aksomati Prime Receiver","Braton Prime Stock","Guandao Prime Blade","Pandero Prime Receiver","20.0","20.0","16.67","16.67","16.67","10.0"
"Neo P3 Relic (Intact) ","Lex Prime (25.33%)","Panthera Prime (25.33%)","Orthos Prime Handle (25.33%)","Astilla Prime Stock (11.0%)","Inaros Prime Chassis (11.0%)","Pangolin Prime (2.0%)","Neo","P3","Intact","Lex Prime","Panthera Prime","Orthos Prime Handle","Astilla Prime Stock","Inaros Prime Chassis","Pangolin Prime","25.33","25.33","25.33","11.0","11.0","2.0"
"Neo P3 Relic (Exceptional) ","Lex Prime (23.33%)","Panthera Prime (23.33%)","Orthos Prime Handle (23.33%)","Astilla Prime Stock (13.0%)","Inaros Prime Chassis (13.0%)","Pangolin Prime (4.0%)","Neo","P3","Exceptional","Lex Prime","Panthera Prime","Orthos Prime Handle","Astilla Prime Stock","Inaros Prime Chassis","Pangolin Prime","23.33","23.33","23.33","13.0","13.0","4.0"
"Neo P3 Relic (Flawless) ","Lex Prime (20.0%)","Panthera Prime (20.0%)","Orthos Prime Handle (20.0%)","Astilla Prime Stock (17.0%)","Inaros Prime Chassis (17.0%)","Pangolin Prime (6.0%)","Neo","P3","Flawless","Lex Prime","Panthera Prime","Orthos Prime Handle","Astilla Prime Stock","Inaros Prime Chassis","Pangolin Prime","20.0","20.0","20.0","17.0","17.0","6.0"
"Neo P3 Relic (Radiant) ","Astilla Prime Stock (20.0%)","Inaros Prime Chassis (20.0%)","Lex Prime (16.67%)","Panthera Prime (16.67%)","Orthos Prime Handle (16.67%)","Pangolin Prime (10.0%)","Neo","P3","Radiant","Astilla Prime Stock","Inaros Prime Chassis","Lex Prime","Panthera Prime","Orthos Prime Handle","Pangolin Prime","20.0","20.0","16.67","16.67","16.67","10.0"
"Neo R1 Relic (Intact) ","Hikou Prime (25.33%)","Ankyros Prime Gauntlet (25.33%)","Forma (25.33%)","Boltor Prime Receiver (11.0%)","Nyx Prime Chassis (11.0%)","Rhino Prime (2.0%)","Neo","R1","Intact","Hikou Prime","Ankyros Prime Gauntlet","Forma","Boltor Prime Receiver","Nyx Prime Chassis","Rhino Prime","25.33","25.33","25.33","11.0","11.0","2.0"
"Neo R1 Relic (Exceptional) ","Hikou Prime (23.33%)","Ankyros Prime Gauntlet (23.33%)","Forma (23.33%)","Boltor Prime Receiver (13.0%)","Nyx Prime Chassis (13.0%)","Rhino Prime (4.0%)","Neo","R1","Exceptional","Hikou Prime","Ankyros Prime Gauntlet","Forma","Boltor Prime Receiver","Nyx Prime Chassis","Rhino Prime","23.33","23.33","23.33","13.0","13.0","4.0"
"Neo R1 Relic (Flawless) ","Hikou Prime (20.0%)","Ankyros Prime Gauntlet (20.0%)","Forma (20.0%)","Boltor Prime Receiver (17.0%)","Nyx Prime Chassis (17.0%)","Rhino Prime (6.0%)","Neo","R1","Flawless","Hikou Prime","Ankyros Prime Gauntlet","Forma","Boltor Prime Receiver","Nyx Prime Chassis","Rhino Prime","20.0","20.0","20.0","17.0","17.0","6.0"
"Neo R1 Relic (Radiant) ","Boltor Prime Receiver (20.0%)","Nyx Prime Chassis (20.0%)","Hikou Prime (16.67%)","Ankyros Prime Gauntlet (16.67%)","Forma (16.67%)","Rhino Prime (10.0%)","Neo","R1","Radiant","Boltor Prime Receiver","Nyx Prime Chassis","Hikou Prime","Ankyros Prime Gauntlet","Forma","Rhino Prime","20.0","20.0","16.67","16.67","16.67","10.0"
"Neo R2 Relic (Intact) ","Ninkondi Prime (25.33%)","Braton Prime Stock (25.33%)","Forma (25.33%)","Paris Prime Grip (11.0%)","Tiberon Prime (11.0%)","Rubico Prime (2.0%)","Neo","R2","Intact","Ninkondi Prime","Braton Prime Stock","Forma","Paris Prime Grip","Tiberon Prime","Rubico Prime","25.33","25.33","25.33","11.0","11.0","2.0"
"Neo R2 Relic (Exceptional) ","Ninkondi Prime (23.33%)","Braton Prime Stock (23.33%)","Forma (23.33%)","Paris Prime Grip (13.0%)","Tiberon Prime (13.0%)","Rubico Prime (4.0%)","Neo","R2","Exceptional","Ninkondi Prime","Braton Prime Stock","Forma","Paris Prime Grip","Tiberon Prime","Rubico Prime","23.33","23.33","23.33","13.0","13.0","4.0"
"Neo R2 Relic (Flawless) ","Ninkondi Prime (20.0%)","Braton Prime Stock (20.0%)","Forma (20.0%)","Paris Prime Grip (17.0%)","Tiberon Prime (17.0%)","Rubico Prime (6.0%)","Neo","R2","Flawless","Ninkondi Prime","Braton Prime Stock","Forma","Paris Prime Grip","Tiberon Prime","Rubico Prime","20.0","20.0","20.0","17.0","17.0","6.0"
"Neo R2 Relic (Radiant) ","Paris Prime Grip (20.0%)","Tiberon Prime (20.0%)","Ninkondi Prime (16.67%)","Braton Prime Stock (16.67%)","Forma (16.67%)","Rubico Prime (10.0%)","Neo","R2","Radiant","Paris Prime Grip","Tiberon Prime","Ninkondi Prime","Braton Prime Stock","Forma","Rubico Prime","20.0","20.0","16.67","16.67","16.67","10.0"
"Neo R3 Relic (Intact) ","Baza Prime Receiver (25.33%)","Limbo Prime Systems (25.33%)","Burston Prime (25.33%)","Paris Prime Grip (11.0%)","Ninkondi Prime Chain (11.0%)","Redeemer Prime Handle (2.0%)","Neo","R3","Intact","Baza Prime Receiver","Limbo Prime Systems","Burston Prime","Paris Prime Grip","Ninkondi Prime Chain","Redeemer Prime Handle","25.33","25.33","25.33","11.0","11.0","2.0"
"Neo R3 Relic (Exceptional) ","Baza Prime Receiver (23.33%)","Limbo Prime Systems (23.33%)","Burston Prime (23.33%)","Paris Prime Grip (13.0%)","Ninkondi Prime Chain (13.0%)","Redeemer Prime Handle (4.0%)","Neo","R3","Exceptional","Baza Prime Receiver","Limbo Prime Systems","Burston Prime","Paris Prime Grip","Ninkondi Prime Chain","Redeemer Prime Handle","23.33","23.33","23.33","13.0","13.0","4.0"
"Neo R3 Relic (Flawless) ","Baza Prime Receiver (20.0%)","Limbo Prime Systems (20.0%)","Burston Prime (20.0%)","Paris Prime Grip (17.0%)","Ninkondi Prime Chain (17.0%)","Redeemer Prime Handle (6.0%)","Neo","R3","Flawless","Baza Prime Receiver","Limbo Prime Systems","Burston Prime","Paris Prime Grip","Ninkondi Prime Chain","Redeemer Prime Handle","20.0","20.0","20.0","17.0","17.0","6.0"
"Neo R3 Relic (Radiant) ","Paris Prime Grip (20.0%)","Ninkondi Prime Chain (20.0%)","Baza Prime Receiver (16.67%)","Limbo Prime Systems (16.67%)","Burston Prime (16.67%)","Redeemer Prime Handle (10.0%)","Neo","R3","Radiant","Paris Prime Grip","Ninkondi Prime Chain","Baza Prime Receiver","Limbo Prime Systems","Burston Prime","Redeemer Prime Handle","20.0","20.0","16.67","16.67","16.67","10.0"
"Neo R4 Relic (Intact) ","Aksomati Prime (25.33%)","Braton Prime Stock (25.33%)","Mesa Prime Chassis (25.33%)","Corinth Prime Receiver (11.0%)","Ninkondi Prime Chain (11.0%)","Redeemer Prime Handle (2.0%)","Neo","R4","Intact","Aksomati Prime","Braton Prime Stock","Mesa Prime Chassis","Corinth Prime Receiver","Ninkondi Prime Chain","Redeemer Prime Handle","25.33","25.33","25.33","11.0","11.0","2.0"
"Neo R4 Relic (Exceptional) ","Aksomati Prime (23.33%)","Braton Prime Stock (23.33%)","Mesa Prime Chassis (23.33%)","Corinth Prime Receiver (13.0%)","Ninkondi Prime Chain (13.0%)","Redeemer Prime Handle (4.0%)","Neo","R4","Exceptional","Aksomati Prime","Braton Prime Stock","Mesa Prime Chassis","Corinth Prime Receiver","Ninkondi Prime Chain","Redeemer Prime Handle","23.33","23.33","23.33","13.0","13.0","4.0"
"Neo R4 Relic (Flawless) ","Aksomati Prime (20.0%)","Braton Prime Stock (20.0%)","Mesa Prime Chassis (20.0%)","Corinth Prime Receiver (17.0%)","Ninkondi Prime Chain (17.0%)","Redeemer Prime Handle (6.0%)","Neo","R4","Flawless","Aksomati Prime","Braton Prime Stock","Mesa Prime Chassis","Corinth Prime Receiver","Ninkondi Prime Chain","Redeemer Prime Handle","20.0","20.0","20.0","17.0","17.0","6.0"
"Neo R4 Relic (Radiant) ","Corinth Prime Receiver (20.0%)","Ninkondi Prime Chain (20.0%)","Aksomati Prime (16.67%)","Braton Prime Stock (16.67%)","Mesa Prime Chassis (16.67%)","Redeemer Prime Handle (10.0%)","Neo","R4","Radiant","Corinth Prime Receiver","Ninkondi Prime Chain","Aksomati Prime","Braton Prime Stock","Mesa Prime Chassis","Redeemer Prime Handle","20.0","20.0","16.67","16.67","16.67","10.0"
"Neo S1 Relic (Intact) ","Carrier Prime Carapace (25.33%)","Lex Prime Barrel (25.33%)","Soma Prime (25.33%)","Trinity Prime Chassis (11.0%)","Forma (11.0%)","Saryn Prime (2.0%)","Neo","S1","Intact","Carrier Prime Carapace","Lex Prime Barrel","Soma Prime","Trinity Prime Chassis","Forma","Saryn Prime","25.33","25.33","25.33","11.0","11.0","2.0"
"Neo S1 Relic (Exceptional) ","Carrier Prime Carapace (23.33%)","Lex Prime Barrel (23.33%)","Soma Prime (23.33%)","Trinity Prime Chassis (13.0%)","Forma (13.0%)","Saryn Prime (4.0%)","Neo","S1","Exceptional","Carrier Prime Carapace","Lex Prime Barrel","Soma Prime","Trinity Prime Chassis","Forma","Saryn Prime","23.33","23.33","23.33","13.0","13.0","4.0"
"Neo S1 Relic (Flawless) ","Carrier Prime Carapace (20.0%)","Lex Prime Barrel (20.0%)","Soma Prime (20.0%)","Trinity Prime Chassis (17.0%)","Forma (17.0%)","Saryn Prime (6.0%)","Neo","S1","Flawless","Carrier Prime Carapace","Lex Prime Barrel","Soma Prime","Trinity Prime Chassis","Forma","Saryn Prime","20.0","20.0","20.0","17.0","17.0","6.0"
"Neo S1 Relic (Radiant) ","Trinity Prime Chassis (20.0%)","Forma (20.0%)","Carrier Prime Carapace (16.67%)","Lex Prime Barrel (16.67%)","Soma Prime (16.67%)","Saryn Prime (10.0%)","Neo","S1","Radiant","Trinity Prime Chassis","Forma","Carrier Prime Carapace","Lex Prime Barrel","Soma Prime","Saryn Prime","20.0","20.0","16.67","16.67","16.67","10.0"
"Neo S10 Relic (Intact) ","Saryn Prime Systems (25.33%)","Braton Prime Stock (25.33%)","Lex Prime (25.33%)","Nikana Prime Blade (11.0%)","Spira Prime Blade (11.0%)","Saryn Prime Chassis (2.0%)","Neo","S10","Intact","Saryn Prime Systems","Braton Prime Stock","Lex Prime","Nikana Prime Blade","Spira Prime Blade","Saryn Prime Chassis","25.33","25.33","25.33","11.0","11.0","2.0"
"Neo S10 Relic (Exceptional) ","Saryn Prime Systems (23.33%)","Braton Prime Stock (23.33%)","Lex Prime (23.33%)","Nikana Prime Blade (13.0%)","Spira Prime Blade (13.0%)","Saryn Prime Chassis (4.0%)","Neo","S10","Exceptional","Saryn Prime Systems","Braton Prime Stock","Lex Prime","Nikana Prime Blade","Spira Prime Blade","Saryn Prime Chassis","23.33","23.33","23.33","13.0","13.0","4.0"
"Neo S10 Relic (Flawless) ","Saryn Prime Systems (20.0%)","Braton Prime Stock (20.0%)","Lex Prime (20.0%)","Nikana Prime Blade (17.0%)","Spira Prime Blade (17.0%)","Saryn Prime Chassis (6.0%)","Neo","S10","Flawless","Saryn Prime Systems","Braton Prime Stock","Lex Prime","Nikana Prime Blade","Spira Prime Blade","Saryn Prime Chassis","20.0","20.0","20.0","17.0","17.0","6.0"
"Neo S10 Relic (Radiant) ","Nikana Prime Blade (20.0%)","Spira Prime Blade (20.0%)","Saryn Prime Systems (16.67%)","Braton Prime Stock (16.67%)","Lex Prime (16.67%)","Saryn Prime Chassis (10.0%)","Neo","S10","Radiant","Nikana Prime Blade","Spira Prime Blade","Saryn Prime Systems","Braton Prime Stock","Lex Prime","Saryn Prime Chassis","20.0","20.0","16.67","16.67","16.67","10.0"
"Neo S11 Relic (Intact) ","Fang Prime Blade (25.33%)","Bronco Prime Receiver (25.33%)","Hydroid Prime Chassis (25.33%)","Kronen Prime Handle (11.0%)","Forma (11.0%)","Stradavar Prime (2.0%)","Neo","S11","Intact","Fang Prime Blade","Bronco Prime Receiver","Hydroid Prime Chassis","Kronen Prime Handle","Forma","Stradavar Prime","25.33","25.33","25.33","11.0","11.0","2.0"
"Neo S11 Relic (Exceptional) ","Fang Prime Blade (23.33%)","Bronco Prime Receiver (23.33%)","Hydroid Prime Chassis (23.33%)","Kronen Prime Handle (13.0%)","Forma (13.0%)","Stradavar Prime (4.0%)","Neo","S11","Exceptional","Fang Prime Blade","Bronco Prime Receiver","Hydroid Prime Chassis","Kronen Prime Handle","Forma","Stradavar Prime","23.33","23.33","23.33","13.0","13.0","4.0"
"Neo S11 Relic (Flawless) ","Fang Prime Blade (20.0%)","Bronco Prime Receiver (20.0%)","Hydroid Prime Chassis (20.0%)","Kronen Prime Handle (17.0%)","Forma (17.0%)","Stradavar Prime (6.0%)","Neo","S11","Flawless","Fang Prime Blade","Bronco Prime Receiver","Hydroid Prime Chassis","Kronen Prime Handle","Forma","Stradavar Prime","20.0","20.0","20.0","17.0","17.0","6.0"
"Neo S11 Relic (Radiant) ","Kronen Prime Handle (20.0%)","Forma (20.0%)","Fang Prime Blade (16.67%)","Bronco Prime Receiver (16.67%)","Hydroid Prime Chassis (16.67%)","Stradavar Prime (10.0%)","Neo","S11","Radiant","Kronen Prime Handle","Forma","Fang Prime Blade","Bronco Prime Receiver","Hydroid Prime Chassis","Stradavar Prime","20.0","20.0","16.67","16.67","16.67","10.0"
"Neo S12 Relic (Intact) ","Fang Prime Blade (25.33%)","Redeemer Prime Blade (25.33%)","Paris Prime Upper Limb (25.33%)","Wukong Prime Chassis (11.0%)","Mirage Prime Systems (11.0%)","Stradavar Prime (2.0%)","Neo","S12","Intact","Fang Prime Blade","Redeemer Prime Blade","Paris Prime Upper Limb","Wukong Prime Chassis","Mirage Prime Systems","Stradavar Prime","25.33","25.33","25.33","11.0","11.0","2.0"
"Neo S12 Relic (Exceptional) ","Fang Prime Blade (23.33%)","Redeemer Prime Blade (23.33%)","Paris Prime Upper Limb (23.33%)","Wukong Prime Chassis (13.0%)","Mirage Prime Systems (13.0%)","Stradavar Prime (4.0%)","Neo","S12","Exceptional","Fang Prime Blade","Redeemer Prime Blade","Paris Prime Upper Limb","Wukong Prime Chassis","Mirage Prime Systems","Stradavar Prime","23.33","23.33","23.33","13.0","13.0","4.0"
"Neo S12 Relic (Flawless) ","Fang Prime Blade (20.0%)","Redeemer Prime Blade (20.0%)","Paris Prime Upper Limb (20.0%)","Wukong Prime Chassis (17.0%)","Mirage Prime Systems (17.0%)","Stradavar Prime (6.0%)","Neo","S12","Flawless","Fang Prime Blade","Redeemer Prime Blade","Paris Prime Upper Limb","Wukong Prime Chassis","Mirage Prime Systems","Stradavar Prime","20.0","20.0","20.0","17.0","17.0","6.0"
